Generated_SELFIES	Generated_SMILES	Ground_Truth_SELFIES
[C][=N][C][=Branch2][Branch1][Branch2][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C@H1][C@@H1][Branch2][Ring1][=Branch1][C@@H1][Branch2][Ring1][=Branch2][C@H1][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][=C][Branch1][=Branch2][=C][Ring1][=Branch1][Ring2][Ring1][=Branch1][=Branch1][C][=O][O][O][N]	C1=NC=C2C(=N1)N(C=N2)[C@H1]3[C@@H1]([C@@H1][C@H1]O3)C=O	[C][=N][C][=C][Branch2][Ring2][#Branch1][N][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][Ring1][#Branch2][C@H1][C@@H1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][N]
[C][=C][Branch2][Ring1][S][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][C][O][C][C][C][=Branch1][C][=O][O]	C1=CC(=O)N=C1COCCC(=O)O	[C][=C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][C][=Branch1][C][=O][O]
[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=Branch2][Ring2][#Branch1][=C][Branch1][C][Branch2][Ring1][Branch2][O][C][=C][C][=C][Branch2][=C][C][=Branch1][=Branch2][Ring2][=C][Ring1][=Branch1][O][=O][C][=C][C][Ring1][Ring1][O][O][C][=Branch1][C][=C][C][=Branch1][#Branch1][=C][C][=C][Branch1][C][=C][Ring1][=Branch1][O][O]	C1OC2=CC3=C(C=C2)C=CCC3OC=CC=C1	[C][O][C][=C][Branch2][Ring2][Branch1][C][=C][Branch2][Ring1][#C][C][=C][Ring1][=Branch1][O][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][O][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O][O]
[C][C][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][Ring1][#Branch1][=O][O][O]	CCC(=O)C=CC(=CC=O)OO	[C][C][=C][C][=Branch1][C][=O][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][O][O][C]
[C][C][Branch1][C][C][Branch1][C][=Branch1][C][=O][O][Branch1][#Branch1][#Branch1][C][C][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][C][C][C][C][C][C][C][Branch1][C][C]	CC(C)C=O	[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][N+1][Branch1][C][C][Branch1][C][C][C]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl]	C1=CC=C(C=C1)C(C(=O)COC=CC2=CC)=C(C=C2)Cl	[C][=C][C][O][C][=C][Branch1][#C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][Cl]
[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][Ring2][Ring2][C@H1][Branch2][Ring2][Branch1][C@H1][Branch2][Ring2][#C][O][C@H1][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring1][=Branch2][C@H1][Branch2][Ring1][=C][O][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch1][O][C][=Branch1][C][=O][C][S][=Branch1][C][=O][C][O][O][O][C][O][O]	CC(=O)N[C@@H1]1[C@H1][C@H1][C@H1]O[C@H1]1O[C@@H1]2[C@H1][C@H1]O[C@H1]([C@@H1]2O)C(=O)CS(=O)COOOCOO	[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][Branch1][C][C@H1][Branch2][Ring2][=N][C@H1][Branch2][Ring1][#C][O][C@H1][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring1][Ring1][O][C][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C][O][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O][O][O]
[C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O][=Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O]	C1=CC(=CC=C1C[C@@H1](C(=O)O)N)OCCS(=O)(=O)O	[C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O][S][=Branch1][C][=O][=Branch1][C][=O][O]
[C][=C][C][=Branch1][=C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=O][O][Cl]	C1=CC(=C(C=C1C)C(=O)N)CC2=CC=C(C(=C2)C)OOCl	[C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][O][C][=Branch1][Ring2][=N][Ring1][#Branch2][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl]
[C][C][C][C][C][C][C][C][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O]	CCCCCCCCCC(CC(=O)O)O	[C][C][C][C][C][C][C][C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O]
[C][C][=C][Branch2][Ring2][=Branch2][C][=C][Branch2][Branch1][Ring2][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Ring1][=Branch1][C][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][#Branch2][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][C][Branch1][C][C][O][C][C][C][C][N+1][Branch1][Branch1][C][C][O][C][C]	C1C=C(C=CC1C2=C3C=CC=C2[C@@H1]3C4OC5=C(C=C4)OC5(C)C(C)OCCCC[N+1]CCOC)C	[C][N@+1][Branch2][Branch1][C][C][C][C][=C][C][=Branch2][Ring2][Branch2][=C][Branch2][Ring2][C][C][=Branch2][Ring1][N][=C][Ring1][=Branch1][C@H1][Ring1][#Branch2][C][C][=C][C][=Branch1][=C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][O][C][O][C][O][C][O][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][C][N@+1][Branch2][Branch1][C][C][C][C][=C][C][=Branch2][Ring2][Branch2][=C][Branch2][Ring2][C][C][=Branch2][Ring1][N][=C][Ring1][=Branch1][C@@H1][Ring1][#Branch2][C][C][=C][C][=Branch1][=C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][O][C][O][C][O][C][O][C][C]
[C][Branch1][#Branch2][C@H1][Branch1][=Branch1][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][=Branch1][C][=O][O]	C([C@H1]C[C@@H1]C(=O)O)(=O)O	[C][Branch1][Ring1][C][N][C@H1][Branch1][O][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O]
[C][C][=C][Branch2][Ring2][#C][C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][C][C][=Branch1][C][=O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C]	C1C=CCC(=C1)OOC2C(=O)C=C3C=C2C(=O)OC3C4=CC=C(C=C4)C	[C][C][=Branch2][Branch1][#Branch2][=C][C][C][=C][C][=Branch2][Ring1][=Branch1][=C][Branch1][P][C][=C][Ring1][=Branch1][O][C][Branch1][Branch1][C][=C][Ring1][=Branch1][Branch1][C][C][C][O][C][C][=Branch2][Ring1][Branch2][=C][Branch1][=Branch2][C][=Branch1][C][=O][O][Ring2][Ring1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][C]
[C][=N][C][=Branch2][Ring2][=Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][C][=N][Ring1][=Branch1][C@H1][Ring1][Branch2][O][C@H1][C@@H1][Branch1][P][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][=Branch1][C][=O][O][O][N][O]	C1=NC(=C2C(=N1)N(C=N2)[C@H1]O[C@H1]3[C@@H1][C@@H1]([C@H1](O3)C=O)OON)O	[C][=C][N][Branch1][=C][C][=N][C][=N][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][=Branch2][N][C@H1][C@@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O]
[C][C][Branch2][Ring1][Ring1][C][C][C][=C][C][=C][Ring1][=Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch2][C][=C][C][=C][Ring1][=Branch1][N]	CC(C1CC=CC=C1NCC=CC=CC2=C)C=CC=C2N	[C][C][Branch1][C][C][C][C@H1][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C@][Branch2][Branch1][N][N][Ring1][#Branch2][C][=Branch1][C][=O][C@][Branch1][Ring2][O][Ring1][=Branch1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][C][N][Branch2][Ring1][N][C@@H1][C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch2][Ring1][=Branch1][C][Ring1][N][=C][Ring1][S][Br][C][O]
[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][N][=Branch1][C][C@@][Branch1][#C][O][C@H1][Ring1][=Branch1][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C@H1][C@@H1][Branch2][Branch2][=Branch2][C@H1][Branch2][Branch2][=N][O][C@H1][Branch2][=Branch2][C][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][C@H1][C@@H1][Branch2][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][N][C][O][O][C@@H1][C@H1][Branch2][Branch2][Branch1][P][O][C@H1][C@@H1][Branch1][=Branch2][C@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][C][O][O][O][O][O][O][C@H1][Branch2][Branch2][Ring2][=Branch1][=C][C@H1][C@H1][Branch1][=Branch2][O][Ring1][=Branch1][C@H1][Branch1][Ring1][C][O][=N][O][C@@H1][C@H1][Branch1][P][C@H1][=N][Branch1][C@H1][Ring2][Branch1][Branch1][Ring1][Branch1][O][C@H1][Ring1][O][O][C][O][Branch1][O][=Branch1][O][O][C@H1][C][O][O][=Branch1][O][C][=Branch1][=O][O][C][=Branch1][O][=O][N][C][O][C][O]	CC(=O)N[C@@H1]1[C@H1]C[C@@](O[C@H1]1[C@@H1]([C@@H1](CO)O2)O)(C(=O)O)O[C@H1][C@@H1]3[C@H1]O[C@H1][C@@H1](O3)CO[C@H1]4[C@@H1][C@H1]([C@H1]([C@H1](O4)CN)C)OO[C@@H1][C@H1]P5O[C@H1][C@@H1]([C@H1]([C@H1]5C)O)OOOOO[C@H1]C[C@H1][C@H1](O)NO[C@@H1]6[C@H1]([C@H1]=N[C@H1]26)OOO[C@H1]COOOC(O)C=O	[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch3][Ring1][Branch1][Ring2][C][C@@][Branch1][#C][O][C@H1][Ring1][=Branch1][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C@H1][C@H1][Branch3][Ring1][Ring1][Ring1][C@H1][Branch3][Ring1][C][N][O][C@H1][Branch1][Branch1][C@@H1][Ring1][=Branch1][O][O][C@@H1][C@H1][Branch2][P][N][O][C@H1][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C@H1][C@H1][Branch2][S][Ring2][C@@H1][Branch2][#C][#C][C@H1][Branch2][#C][=Branch2][O][C@@H1][Ring1][=Branch1][O][C][C@@H1][C@H1][Branch2][=N][Ring1][C@@H1][Branch2][Branch1][#C][C@@H1][Branch2][Branch1][#Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring2][N][O][C@H1][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C@@H1][C@H1][Branch2][Ring1][Ring1][O][C@H1][Branch1][=C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][C][O][C][O][O][O][C@@H1][C@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C@H1][C@@H1][Branch2][=Branch1][S][C@H1][Branch2][=Branch1][O][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@@H1][Branch2][Branch1][=Branch2][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C@@][Branch2][Ring1][S][C][C@@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][P][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][O][O][O][N][C][=Branch1][C][=O][C][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][C][O][O][O][C][O][C][O][O][O]
[O-1]	[O-1]	[O][=S][=O]
[C][C@H1][Branch2][=N][P][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O][C][C][N][C@H1][Branch1][Branch2][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C@H1][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][O][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C@@H1][Branch1][Branch2][C][Branch1][C][=O][O][C][=Branch1][C][C][=Branch1][C][=O][C@H1][C@H1][Ring1][=Branch1][C@H1][P][C@@H1][P][C@H1][Branch1][=N][C@H1][=Branch2][Ring2][C@H1][Branch1][Branch1][O][Ring1][O][O][C][O][O][N][O][C][=Branch1][C][C][C][C][C][Branch1][N][C][Branch1][C][=Branch1][C][C][=O][C][N][C][C][Branch1][C][Branch1][=Branch1][#Branch1][C][=O][Branch1][C][N][N][C][=Branch1][C][C][C][C][=Branch1][C][C][=O][N][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][C][=O][N]	C[C@H1][C@@H1](C(=O)O)NC[C@@H1](C(=O)C)NC(=O)NCCC(=O)OCCN[C@H1](C(=O)NC=O)NC(=O)[C@H1](C=O)N[C@@H1]([C@H1](CC(=O)OC)C)OOONC(=O)NCC(=O)OC(=O)[C@@H1](C(O)OCC)C=O	[C][C@H1][Branch2][=N][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][=C][C][C][C@H1][Branch1][Ring1][C][N][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][S][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][N][O]
[C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][/C][=C][/C][=C][C][=Branch1][C][=O][C]	CC(=O)OC1=CC=C(C=C1)O/C=C/C=CC(=O)C	[C][C][=Branch1][C][=O][O][C][=C][Branch1][#C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][/C][=C][/C][=O][O][C]
[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]	CC(C)CCCCCCCCC(=O)[O-1]	[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
[C][C@H1][Branch2][Ring2][Branch1][C@@H1][Branch2][Ring1][S][C@H1][Branch2][Ring1][S][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@H1][C@@H1][Branch1][#C][C@H1][Branch1][#Branch2][C@H1][Branch1][Branch1][O][C][Ring1][=Branch1][O][O][O][C][O][O][O][O][O]	C1[C@H1][C@@H1][C@H1][C@@H1](O1)O[C@H1]2[C@@H1]([C@H1]([C@H1](OC2)OO)OC)OOOOO	[C][C@H1][Branch2][Ring2][Branch1][C@@H1][Branch2][Ring1][S][C@H1][Branch2][Ring1][O][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@H1][C@@H1][Branch1][#C][C@H1][Branch1][#Branch2][O][C][Branch1][Branch1][C@@H1][Ring1][=Branch1][O][O][C][O][O][O][O][O]
[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O]	CC(C)CCCCCCCCCCCCCCCCCCCCCCCO	[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O]
[C][C@H1][Branch1][=Branch2][C][C][C][=C][Branch1][C][C][C][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][=Branch2][C][C][C@H1][C][C@@][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][Branch1][C][C][C][C][C]	C[C@H1](CCC=C(C)C)[C@H1]1CC[C@@H1][C@@]1CC2[C@H1]C[C@@]([C@@H1]C2)CCCCC	[C][C@H1][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][C@H1][C][C][C][=C][C][C][C][C@@][Branch1][N][C@H1][Ring1][=Branch1][C][C][C@][Ring1][=N][Ring1][#Branch2][C][Branch1][=C][C][C][C@@H1][Branch1][Branch2][C][Ring1][O][Branch1][C][C][C][O][C]
[C][C@@H1][C@H1][Branch2][Ring2][N][C@H1][Branch2][Ring2][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][C][=Branch1][Ring1][=Branch2][N][=C][N][=C][Ring1][=Branch2][N][=C][Ring1][=Branch1][N][C][N][C][O][O][P][=Branch1][C][=O][Branch1][Ring2][O][Ring1][#Branch1][O]	C[C@@H1]1[C@H1][C@H1][C@@H1](O1)NC=NC=C2CN=CN=C2NCN3COOP(=O)(O3)O	[C][C@@H1][C@H1][Branch2][Ring2][Ring2][C@H1][Branch2][Ring1][#C][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=N][C][=Branch1][S][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2][N][C][C][C][C][C][C][N][N][O][O][P][=Branch1][C][=O][Branch1][Branch1][O][Ring2][Ring1][=N][O]
[C][C][=C][C][=Branch2][Ring1][N][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][Branch1][Branch1][C][Ring1][#Branch2][N][Ring1][=Branch1][=Branch1][C][=O][O]	CC1=CC=C2C=C1N3C(=O)CC=C3C2N	[C][C][C][C][C][=C][N][Ring1][=Branch1][C][=C][Branch1][S][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][O][F][C][=Branch1][C][=O][O]
[C][O][C][=C][Branch2][Branch1][#C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][Ring2][=C][C][=Branch1][Branch1][=N][C][Branch1][Branch2][C][Ring1][C][=C][Ring1][=Branch1][O][O][O][C@H1][C@@H1][Branch2][Ring1][Ring2][C@H1][Branch1][S][C@@H1][Branch1][Branch1][C@H1][Branch1][Ring1][C][=Branch1][C][=O][O][O][O][O][O]	COC1=CC=CC(=C1)OC(=C2C=NC=C=C2O)OO[C@H1][C@@H1][C@H1][C@@H1]([C@H1]C=O)OOOOO	[C][O][C][=C][Branch2][Branch1][Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][Branch1][=C][O][Ring1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C@H1][C@@H1][Branch2][Ring1][Ring2][C@H1][Branch1][S][C@@H1][Branch1][N][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][O][O][O]
[C][C][C][Branch1][C][C][C][C][C@@H1][Branch1][=Branch1][N][Branch2][Branch1][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][#Branch2][C][C][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][C][Branch1][Ring1][Branch1][Ring2][C][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][=Branch1][=C][Ring1][=Branch1][O][N][Ring1][=Branch1][C][C][C][C][Branch1][C][C][O][C]	CCC(C)CC[C@@H1](NCCCCCCCCCC(=O)[C@@H1]CCN1C(=O)C[C@H1]1C)CCC(C)OC	[C][C][C@H1][Branch1][C][C][C][C@H1][Branch1][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][C@H1][Branch2][Branch2][=Branch1][C@H1][Branch2][#Branch1][P][N][C][=Branch1][C][=O][C@@H1][C@H1][Branch2][#Branch1][=Branch1][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C@@H1][C][C@H1][Branch2][Ring1][#Branch1][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Ring2][Ring1][S][=O][C@@H1][Branch1][C][C][O][O][C@@H1][Branch1][S][C@H1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][O][O][O][O]
[C][Branch1][#Branch2][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][S]	C([C@@H1](C(=O)O)N)S	[C][Branch1][=N][C][S][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][N]
[C][Branch2][Ring2][O][C@@H1][C@H1][Branch2][Ring2][Branch1][C@@H1][Branch2][Ring1][C][C@H1][Branch2][Ring1][#Branch1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O][O]	C([C@@H1]1[C@H1]([C@@H1]([C@H1][C@H1](O1)O[C@@H1]2[C@@H1][C@H1]([C@@H1]([C@H1](O2)CO)O)O)O)O)O	[C][Branch2][=Branch1][Ring1][C@@H1][C@H1][Branch2][Branch1][=N][C@@H1][Branch2][Branch1][Branch2][C@H1][Branch2][Branch1][Ring1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][Ring2][Branch1][O][C@@H1][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][#Branch2][C@H1][Ring1][=Branch1][O][C@@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O][O][C][O][O][O][O][O]
[C@H1][Branch2][Branch1][Branch2][C@H1][Branch2][Branch1][C][C][Branch2][Ring2][=N][C@H1][Branch2][Ring1][P][C@@H1][Branch1][=N][C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][O][C][O][O][P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][O][O]	[C@H1]([C@H1](C([C@H1]([C@@H1](COP(=O)(O)O)OOOCOOP(=O)(O)COO)OP(=O)O)O)OP)(O)COOCOO	[C@H1][Branch2][Branch1][S][C@H1][Branch2][Branch1][Ring1][C][Branch2][Ring2][=Branch1][C@H1][Branch2][Ring1][=Branch2][C@@H1][Branch1][Branch1][C][Ring1][=Branch1][O][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O]
[C][=C][Branch2][Ring2][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][=Branch1][=C][Branch1][P][O][Ring1][Branch2][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][O][O][O][O]	C1=CC=CC=C1C=CC=CC(=CO)OO	[C][C][Branch2][Ring1][Ring2][O][C][=C][C][=Branch1][=N][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]	C1=CC=C(C=C1)C(=O)O	[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
